80.2217236,12.7970554
80.223749,12.8036899
80.2238491,12.804634
80.2238478,12.8046325
80.2238691,12.8046904
80.2238995,12.804874
80.224036,12.8054451
80.2242482,12.8058694
80.2284467,12.8144437
80.14299584,12.77054424
80.15409416,12.77351611
80.15339277,12.78207548
80.15331263,12.78516538
80.19906904,12.6790041
80.1701318,12.76053639
80.2180406,12.773411
80.21789521,12.77351933
80.21741564,12.77402289
80.2181023,12.77379935
80.21827512,12.77401764
80.21807892,12.78685928
80.22198931,12.78625911
80.24351349,12.77470426
80.19804878,12.79605598
80.19903892,12.79789067
80.1799271,12.80440361
80.19045133,12.8086956
80.1961658,12.80855271
80.15954755,12.82081453
80.16273131,12.82644765
80.16252181,12.83118347
80.17160698,12.83160386
80.18789325,12.81505585
80.18933944,12.82938433
80.19786943,12.8302808
80.20213228,12.79494842
80.2002038,12.79610021
80.21718134,12.79616768
80.22191871,12.79870328
80.22124247,12.79986197
80.21470764,12.8054504
80.22364782,12.79216687
80.22923586,12.79254643
80.22444638,12.79565244
80.22421413,12.798294
80.22879853,12.79721695
80.22860774,12.79817637
80.22938622,12.79785783
80.2290576,12.79816201
80.2311078,12.79859277
80.24454695,12.79333953
80.22380506,12.800896
80.2274612,12.79965183
80.22691154,12.79985044
80.22529431,12.80119912
80.22251938,12.80186018
80.22357035,12.80421
80.2252541,12.80242103
80.22912705,12.7992922
80.22804385,12.79919185
80.22860437,12.79946442
80.23079066,12.79899261
80.23138455,12.7991161
80.22459607,12.80520147
80.22479986,12.8085326
80.22772938,12.80805777
80.23697341,12.80931543
80.20440249,12.81989947
80.20731715,12.81653485
80.21035768,12.8205634
80.2200622,12.82016877
80.20364929,12.82465826
80.2104406,12.82236667
80.2003156,12.829089
80.2166242,12.8264168
80.21720076,12.82718626
80.21710068,12.82772972
80.21750821,12.82765333
80.21690472,12.82874483
80.216944,12.8288343
80.2169924,12.82899083
80.21869052,12.82874429
80.21862177,12.82889198
80.2186298,12.82901809
80.22039265,12.82837225
80.21716092,12.83003103
80.21698039,12.83015705
80.21927801,12.82940541
80.21874648,12.83005197
80.21859998,12.83017585
80.22651156,12.81191868
80.23537027,12.81444971
80.24386318,12.81065643
80.24292325,12.81410763
80.2421402,12.81716107
80.24244507,12.82040012
80.24181727,12.82319526
80.24107145,12.8268157
80.24566256,12.76823077
80.24631445,12.80031977
80.23267115,12.83578865
80.1558668,12.5623866
80.1543009,12.5647526
80.1540168,12.56653
80.1499298,12.5697741
80.1499298,12.5721294
80.1522745,12.5683776
80.1499572,12.5743076
80.1499572,12.5764725
80.1499572,12.578811
80.1497621,12.5814703
80.1507616,12.5843801
80.1521171,12.5861339
80.1534897,12.5879312
80.1549752,12.5898955
80.1561287,12.5913587
80.1552662,12.6102927
80.1492486,12.6172439
80.1527743,12.614752
80.1541126,12.6123771
80.1510251,12.6159913
80.1492931,12.6204572
80.1497347,12.6237975
80.1511004,12.6257047
80.1524902,12.6276153
80.1538696,12.6295492
80.1553312,12.6315633
80.159553,12.5568938
80.164463,12.5555467
80.1629877,12.5561481
80.1664723,12.5548016
80.1684549,12.5540799
80.1707017,12.5530962
80.1578249,12.5583397
80.1572803,12.560043
80.1568099,12.5934399
80.1575767,12.5957516
80.1583742,12.5980065
80.1591512,12.6003048
80.1587986,12.6039292
80.1599043,12.6024861
80.1574842,12.6062074
80.1564471,12.6081649
80.1566388,12.6333837
80.1580559,12.635351
80.1594456,12.6372882
80.1608935,12.6392755
80.1622182,12.641039
80.1635942,12.6429662
80.1650524,12.6450135
80.1663086,12.6477756
80.1667673,12.6498831
80.1666817,12.6519404
80.1672773,12.6540779
80.0648113,12.6994938
80.0662708,12.7000015
80.0239423,12.7152617
80.0181682,12.7194096
80.0144529,12.7220185
80.0165006,12.7205618
80.0199535,12.7181374
80.0219406,12.7166995
80.0021254,12.7323681
79.9988344,12.7358837
80.0004161,12.7341938
79.9975311,12.7381281
79.998118,12.7401769
80.0000513,12.741073
80.0006416,12.7413594
80.0126643,12.7237137
80.0089006,12.7268939
80.0108514,12.7254655
80.0069981,12.7282939
80.005362,12.7294672
80.0037016,12.7306926
80.0460291,12.7054085
80.0381233,12.7104121
80.0399047,12.7093071
80.0436111,12.7069408
80.0420274,12.7079471
80.0249153,12.7150232
80.027355,12.7143905
80.0291897,12.7139348
80.0318957,12.7132383
80.0343402,12.7126291
80.0364048,12.712105
80.036854,12.7111994
80.0471933,12.7050567
80.0493523,12.7054746
80.0515911,12.7045372
80.0539219,12.7040556
80.0554274,12.703751
80.0577946,12.7026578
80.0601157,12.7016141
80.0624151,12.7005705
80.0682676,12.7006815
80.0703031,12.7013756
80.0724573,12.7013851
80.0739918,12.7013945
80.0759886,12.7014016
80.0781597,12.702738
80.0801275,12.7039493
80.0808318,12.706157
80.0815144,12.7082583
80.0821945,12.7103597
80.0839711,12.7115025
80.0857646,12.712624
80.0880373,12.7140524
80.0903899,12.7155611
80.0921108,12.7173696
80.0940031,12.7193195
80.0954524,12.7207813
80.0966392,12.7217043
80.0977877,12.7233207
80.0988734,12.7248331
80.1002488,12.7264816
80.1015341,12.7279833
80.1023191,12.7285768
80.1031666,12.7299065
80.1034986,12.731493
80.1037491,12.7319444
80.1044245,12.7342809
80.1050343,12.7364094
80.1055949,12.7383245
80.1062704,12.7407037
80.1068993,12.7428482
80.1081366,12.7442139
80.1096056,12.7459181
80.1112558,12.7463447
80.1117821,12.7602004
80.1113482,12.76166
80.1088487,12.7651627
80.1101153,12.763387
80.1066494,12.7677757
80.106089,12.7697247
80.1061292,12.7715313
80.1074953,12.7670745
80.1061482,12.7733482
80.1061969,12.7751713
80.1070264,12.77797
80.1077262,12.7795289
80.1092147,12.7804889
80.1106971,12.7820376
80.1120695,12.7833348
80.1130745,12.746791
80.1153388,12.7473884
80.1175592,12.7480099
80.1196949,12.7486233
80.1230174,12.7495115
80.117064,12.7549803
80.1195064,12.7547225
80.1230379,12.7531014
80.121306,12.7538996
80.1255496,12.7492821
80.1279697,12.7490821
80.1303379,12.748898
80.1328673,12.7494093
80.1330205,12.7486553
80.1249538,12.7522516
80.1286284,12.7508044
80.1268938,12.7513673
80.1307245,12.7501248
80.1148542,12.7552031
80.1137919,12.7569026
80.11276,12.7585933
80.1344256,12.748889
80.1351398,12.7484846
80.1366735,12.7489432
80.1371552,12.7477218
80.1385471,12.74845
80.1388899,12.7489968
80.1404667,12.7495062
80.1403446,12.7499159
80.1417682,12.7507971
80.1420337,12.750357
80.1444311,12.7509264
80.143406,12.7510441
80.1440325,12.7511422
80.1443148,12.7511856
80.1445835,12.7512214
80.1448697,12.7512573
80.1444881,12.7519065
80.1549345,12.7494418
80.1477341,12.7516714
80.1494639,12.7519251
80.1463109,12.7536081
80.1533865,12.7498811
80.1511958,12.7510279
80.1467211,12.7555468
80.146793,12.7572442
80.1468586,12.7590241
80.1490219,12.7601997
80.1497599,12.7620414
80.1505762,12.7640564
80.1512888,12.7658115
80.1136005,12.7847886
80.1150723,12.7862157
80.1165801,12.7876345
80.1521833,12.768043
80.1528092,12.7697341
80.1536128,12.7717243
80.1557169,12.7726255
80.1180307,12.7890306
80.1195469,12.7904803
80.1213232,12.7921816
80.1231884,12.7939654
80.1256329,12.794316
80.1273373,12.7945469
80.1290925,12.7948088
80.1313615,12.795145
80.1328481,12.7968839
80.1341862,12.7984452
80.13565,12.8001592
80.1369803,12.8017016
80.1382256,12.8032025
80.1396352,12.8048618
80.1409355,12.8063871
80.1431611,12.807492
80.1436967,12.8096019
80.1442207,12.811708
80.1443503,12.8138198
80.1444682,12.8162614
80.1445605,12.8183592
80.144661,12.8206858
80.1448582,12.8217492
80.1450942,12.8230784
80.145216,12.8268417
80.1453069,12.8242549
80.1465676,12.8284744
80.1479501,12.8301637
80.1491987,12.8316625
80.1507675,12.833562
80.152667,12.8344836
80.1539004,12.8352913
80.1555862,12.8355699
80.1679105,12.6563757
80.1681501,12.6592345
80.1686636,12.6621902
80.1692386,12.6649621
80.1716552,12.6659206
80.1739486,12.6652961
80.1763994,12.6648252
80.1784909,12.6652894
80.180904,12.667016
80.181171,12.6694105
80.1814517,12.6720154
80.181729,12.6744599
80.1820439,12.6769111
80.1823109,12.6793389
80.1825676,12.6814662
80.1833504,12.6875749
80.1837485,12.6842613
80.1836136,12.6908513
80.183473,12.6924617
80.1834461,12.6952395
80.1846472,12.6967475
80.1870156,12.6982225
80.1889442,12.6994417
80.1908093,12.7006176
80.1928542,12.7019337
80.1950132,12.7033097
80.1959014,12.7052694
80.198575,12.7031031
80.2000502,12.7056316
80.1980541,12.707487
80.1996466,12.7097056
80.1978936,12.7099536
80.1977434,12.7122558
80.1993421,12.7118819
80.197422,12.7161668
80.1975679,12.7141866
80.1990206,12.7140788
80.1987077,12.7162612
80.1972655,12.7183286
80.1984497,12.7182497
80.1970921,12.7204945
80.1981536,12.7204425
80.1969293,12.7227079
80.1972824,12.7247541
80.1978573,12.7225644
80.1985395,12.7248495
80.1976631,12.7268457
80.1990524,12.7266494
80.1980268,12.7290156
80.1995339,12.7283355
80.1984145,12.7310864
80.2001903,12.7307187
80.1987444,12.7330211
80.1938214,12.7380148
80.1981946,12.7358862
80.196137,12.7368164
80.1923729,12.7395473
80.1917808,12.7422369
80.1909497,12.7439323
80.2005686,12.7075025
80.20076,12.7327067
80.2015181,12.7341958
80.2023211,12.7357725
80.203311,12.7376656
80.2041035,12.7392947
80.2049887,12.7410536
80.2046253,12.743991
80.1565839,12.7489695
80.1582735,12.7484951
80.1599695,12.7480104
80.1616605,12.7481202
80.163628,12.7482479
80.1667606,12.7475556
80.1654041,12.7483631
80.1684016,12.7465677
80.1698924,12.7456849
80.1720219,12.745423
80.1737622,12.7452229
80.1756401,12.7450105
80.1774185,12.7455756
80.1793365,12.7461841
80.1810811,12.7467595
80.1825211,12.748028
80.1840099,12.7492985
80.1888689,12.748175
80.1866088,12.7495047
80.1890301,12.7493769
80.1881119,12.7503241
80.1881542,12.7531786
80.1899072,12.7460753
80.191335,12.7492572
80.1938938,12.7491252
80.1955961,12.7488385
80.1981252,12.7485292
80.1886046,12.7555567
80.1890423,12.7577429
80.189474,12.7599894
80.1899329,12.7624148
80.190415,12.7648154
80.1578125,12.773533
80.1599208,12.7744218
80.1621095,12.7753334
80.1643553,12.7756241
80.1666032,12.7759191
80.169102,12.7762428
80.1715614,12.7765521
80.1736845,12.7768326
80.1756152,12.7774018
80.1776304,12.7779772
80.1908591,12.7672037
80.1912947,12.7696125
